,date,ticker,sentiment
972,2023-02-24,GC=F,-1
973,2023-02-24,GC=F,0
974,2023-02-24,GC=F,0
975,2023-02-24,GC=F,0
976,2023-02-24,GC=F,-1
977,2023-02-24,GC=F,0
978,2023-02-24,GC=F,0
979,2023-02-24,GC=F,0
980,2023-02-24,GC=F,1
981,2023-02-24,GC=F,-1
982,2023-02-24,GC=F,1
983,2023-02-24,GC=F,1
984,2023-02-24,GC=F,0
985,2023-02-24,GC=F,0
986,2023-02-23,GC=F,0
987,2023-02-23,GC=F,-1
988,2023-02-23,GC=F,0
989,2023-02-23,GC=F,0
990,2023-02-23,GC=F,-1
991,2023-02-23,GC=F,0
992,2023-02-23,GC=F,0
993,2023-02-23,GC=F,0
994,2023-02-23,GC=F,1
995,2023-02-23,GC=F,0
996,2023-02-23,GC=F,1
997,2023-02-23,GC=F,1
998,2023-02-23,GC=F,1
999,2023-02-23,GC=F,1
1000,2023-02-23,GC=F,0
1001,2023-02-23,GC=F,1
1002,2023-02-22,GC=F,0
1003,2023-02-22,GC=F,0
1004,2023-02-22,GC=F,0
1005,2023-02-22,GC=F,0
1006,2023-02-22,GC=F,-1
1007,2023-02-22,GC=F,0
1008,2023-02-22,GC=F,0
1009,2023-02-22,GC=F,1
1010,2023-02-22,GC=F,0
1011,2023-02-22,GC=F,-1
1012,2023-02-22,GC=F,-1
1013,2023-02-22,GC=F,-1
1014,2023-02-22,GC=F,0
1015,2023-02-22,GC=F,0
1016,2023-02-21,GC=F,-1
1017,2023-02-21,GC=F,-1
1018,2023-02-21,GC=F,0
1019,2023-02-21,GC=F,1
1020,2023-02-21,GC=F,0
1021,2023-02-21,GC=F,0
1022,2023-02-21,GC=F,-1
1023,2023-02-21,GC=F,-1
1024,2023-02-21,GC=F,-1
1025,2023-02-21,GC=F,-1
1026,2023-02-21,GC=F,-1
1027,2023-02-21,GC=F,0
1028,2023-02-21,GC=F,0
1029,2023-02-20,GC=F,-1
1030,2023-02-20,GC=F,0
1031,2023-02-20,GC=F,1
1032,2023-02-20,GC=F,-1
1033,2023-02-20,GC=F,1
1034,2023-02-20,GC=F,0
1035,2023-02-20,GC=F,-1
1036,2023-02-20,GC=F,0
1037,2023-02-20,GC=F,0
1038,2023-02-20,GC=F,0
1039,2023-02-20,GC=F,0
1040,2023-02-19,GC=F,0
1041,2023-02-19,GC=F,0
1042,2023-02-19,GC=F,0
1043,2023-02-19,GC=F,-1
1044,2023-02-18,GC=F,0
1045,2023-02-18,GC=F,1
1046,2023-02-17,GC=F,1
1047,2023-02-17,GC=F,1
1048,2023-02-17,GC=F,1
1049,2023-02-17,GC=F,0
1050,2023-02-17,GC=F,0
1051,2023-02-17,GC=F,0
1052,2023-02-17,GC=F,0
1053,2023-02-17,GC=F,-1
1054,2023-02-17,GC=F,-1
1055,2023-02-17,GC=F,0
1056,2023-02-17,GC=F,0
1057,2023-02-17,GC=F,0
1058,2023-02-17,GC=F,0
